student_id,time_spent_minutes,completion_rate,quiz_scores,videos_watched,num_logins,forum_reads,converted
10616,2.4,0.055,32.3,0,5,0.0,0
10617,11.7,0.126,68.0,1,6,0.0,0
10618,4.0,0.126,81.8,1,1,0.0,0
10619,4.6,0.006999999999999999,31.3,0,10,0.0,0
10620,1.8,0.016,41.6,0,1,0.0,0
10621,21.3,0.155,77.1,1,11,0.0,1
10622,3.7,0.034,46.3,0,1,0.0,0
10623,43.6,0.177,56.1,1,11,0.0,1
10624,35.9,0.32299999999999995,48.0,3,10,0.0,1
10625,14.2,0.225,48.9,2,6,0.0,0
10626,13.5,0.182,41.5,2,5,0.0,0
10627,13.7,0.153,53.5,1,16,0.0,0
10628,13.3,0.282,70.3,2,10,0.0,0
10629,21.8,0.341,78.7,3,5,0.0,1
10630,7.6,0.34,80.9,3,10,0.0,0
10631,14.2,0.273,52.3,2,4,0.0,0
10632,5.7,0.12,57.0,0,7,0.0,0
10633,27.7,0.262,78.2,2,10,0.0,1
10634,7.3,0.22699999999999998,66.8,2,8,0.0,0
10635,22.4,0.132,53.7,1,6,0.0,0
10636,20.1,0.18899999999999997,76.9,2,9,0.0,1
10637,4.6,0.142,49.0,1,7,0.0,0
10638,14.1,0.244,68.5,2,4,0.0,0
10639,31.2,0.447,81.1,5,13,0.0,1
10640,24.6,0.451,55.3,4,10,0.0,1
10641,15.7,0.249,77.4,2,13,0.0,1
10642,45.6,0.36700000000000005,63.2,3,11,0.0,1
10643,12.8,0.48700000000000004,74.7,5,10,0.0,1
10644,37.0,0.608,93.9,7,8,0.0,1
10645,15.8,0.09699999999999999,38.9,1,5,0.0,0
10646,6.0,0.053,53.1,0,5,0.0,0
10647,50.0,0.354,40.4,4,11,0.0,1
10648,31.7,0.425,77.9,4,7,0.0,1
10649,27.7,0.527,63.6,4,11,0.0,1
10650,19.8,0.395,100.0,4,10,0.0,1
10651,13.6,0.182,52.0,1,12,0.0,0
10652,4.2,0.094,49.5,1,6,0.0,0
10653,2.6,0.057999999999999996,25.6,0,4,0.0,0
10654,7.5,0.158,62.5,1,5,0.0,0
10655,17.4,0.166,66.0,1,12,0.0,0
10656,9.6,0.094,60.3,0,9,0.0,0
10657,10.3,0.39799999999999996,88.5,3,8,0.0,1
10658,12.3,0.23800000000000002,60.3,2,15,0.0,0
10659,1.0,0.051,57.1,0,2,0.0,0
10660,14.5,0.31,59.4,2,8,0.0,0
10661,19.4,0.402,99.0,3,4,0.0,1
10662,26.7,0.242,51.9,2,13,0.0,1
10663,11.9,0.128,53.5,1,4,0.0,0
10664,14.7,0.121,44.7,1,5,0.0,0
10665,22.3,0.318,99.6,3,13,0.0,1
10666,4.4,0.073,43.9,0,7,0.0,0
10667,5.2,0.102,44.1,1,9,0.0,0
10668,14.8,0.285,72.1,2,9,0.0,1
10669,13.5,0.151,78.2,1,9,0.0,0
10670,30.8,0.294,51.3,3,2,0.0,1
10671,23.9,0.38,100.0,4,5,0.0,1
10672,12.2,0.42200000000000004,67.9,4,14,0.0,1
10673,20.0,0.268,54.9,3,8,0.0,0
10674,6.1,0.127,78.3,1,8,0.0,0
10675,24.1,0.301,59.7,2,7,0.0,1
10676,7.2,0.134,55.0,1,9,0.0,0
10677,3.7,0.051,38.5,0,3,0.0,0
10678,16.0,0.043,62.4,0,11,0.0,0
10679,1.8,0.071,55.4,0,7,0.0,0
10680,29.9,0.156,63.3,1,12,0.0,1
10681,5.7,0.147,60.0,1,3,0.0,0
10682,5.7,0.185,52.9,1,7,0.0,0
10683,29.0,0.415,51.6,3,7,0.0,1
10684,13.2,0.33299999999999996,76.0,2,10,0.0,1
10685,26.4,0.47200000000000003,61.4,4,8,0.0,1
10686,13.8,0.29,73.6,3,15,0.0,1
10687,7.0,0.263,53.3,2,6,0.0,0
10688,30.5,0.6859999999999999,91.4,5,15,0.0,1
10689,50.0,0.431,73.7,3,10,0.0,1
10690,49.2,0.332,72.2,3,8,0.0,1
10691,1.2,0.033,51.7,0,2,0.0,0
10692,50.0,0.5820000000000001,91.4,5,13,0.0,1
10693,5.6,0.133,26.9,1,8,0.0,0
10694,7.0,0.359,78.7,3,6,0.0,0
10695,22.9,0.41100000000000003,82.2,4,8,0.0,1
10696,17.7,0.39899999999999997,82.9,4,9,0.0,1
10697,3.9,0.038,48.2,0,2,0.0,0
10698,10.4,0.125,45.2,1,3,0.0,0
10699,18.5,0.11599999999999999,72.5,1,8,0.0,0
10700,8.6,0.191,76.5,1,3,0.0,0
10701,10.0,0.392,55.6,4,4,0.0,0
10702,16.1,0.23,50.3,2,7,0.0,0
10703,9.4,0.21,33.7,2,7,0.0,0
10704,12.1,0.46399999999999997,56.3,5,2,0.0,1
10705,10.1,0.073,49.7,0,10,0.0,0
10706,8.1,0.175,56.9,1,12,0.0,0
10707,7.5,0.05,74.5,0,10,0.0,0
10708,46.2,0.29600000000000004,75.7,2,11,0.0,1
10709,50.0,0.34700000000000003,31.6,3,9,0.0,1
10710,46.7,0.52,86.9,5,16,0.0,1
10711,1.8,0.013000000000000001,64.1,0,5,0.0,0
10712,9.7,0.285,49.6,2,10,0.0,0
10713,50.0,0.541,86.0,6,14,0.0,1
10714,4.0,0.042,36.8,0,2,0.0,0
10715,25.2,0.574,88.5,5,10,0.0,1
10716,8.4,0.063,45.8,0,6,0.0,0
10717,3.0,0.21100000000000002,70.6,2,1,0.0,0
10718,10.2,0.304,71.2,3,9,0.0,0
10719,30.0,0.493,79.9,5,12,0.0,1
10720,35.6,0.285,75.9,2,9,0.0,1
10721,1.5,0.076,38.6,0,3,0.0,0
10722,23.5,0.551,65.6,4,9,0.0,1
10723,38.6,0.214,42.5,1,10,0.0,1
10724,8.3,0.128,58.8,1,6,0.0,0
10725,22.6,0.294,77.2,2,11,0.0,1
10726,50.0,0.327,64.8,3,10,0.0,1
10727,16.1,0.184,51.6,1,11,0.0,0
10728,3.2,0.094,45.3,0,1,0.0,0
10729,4.7,0.139,44.5,1,5,0.0,0
10730,14.0,0.006999999999999999,43.1,0,9,0.0,0
10731,8.6,0.14300000000000002,46.0,1,9,0.0,0
10732,8.6,0.09,57.3,1,10,0.0,0
10733,21.7,0.496,72.4,4,10,0.0,1
10734,29.4,0.505,83.4,5,7,0.0,1
10735,34.1,0.293,72.3,2,10,0.0,1
10736,23.4,0.15,30.2,1,7,0.0,0
10737,25.8,0.39,41.6,3,7,0.0,1
10738,12.1,0.332,53.8,3,9,0.0,0
10739,22.9,0.19899999999999998,70.2,1,14,0.0,1
10740,20.1,0.401,52.8,4,5,0.0,1
10741,19.8,0.085,59.4,0,11,0.0,0
10742,26.9,0.461,74.2,3,6,0.0,1
10743,15.0,0.085,37.4,1,9,0.0,0
10744,49.3,0.171,50.5,1,14,0.0,1
10745,8.9,0.13,38.4,1,6,0.0,0
10746,13.5,0.1,72.9,1,11,0.0,0
10747,26.5,0.094,70.5,0,7,0.0,1
10748,9.5,0.121,58.9,1,12,0.0,0
10749,4.5,0.1,46.9,0,6,0.0,0
10750,19.8,0.16399999999999998,55.2,1,9,0.0,0
10751,7.1,0.111,51.7,0,9,0.0,0
10752,6.0,0.019,43.5,0,5,0.0,0
10753,1.0,0.18600000000000003,53.3,1,8,0.0,0
10754,14.7,0.35200000000000004,78.1,3,6,0.0,1
10755,2.7,0.037000000000000005,54.2,0,5,0.0,0
10756,15.3,0.33299999999999996,100.0,3,10,0.0,1
10757,17.1,0.302,84.7,3,7,0.0,1
10758,6.3,0.19399999999999998,84.4,1,9,0.0,0
10759,2.8,0.102,69.9,1,7,0.0,0
10760,15.1,0.41,89.0,4,9,0.0,1
10761,7.3,0.071,58.7,0,3,0.0,0
10762,11.9,0.44799999999999995,78.4,3,10,0.0,1
10763,19.6,0.125,78.8,1,11,0.0,1
10764,8.3,0.133,69.0,1,8,0.0,0
10765,21.4,0.561,85.7,5,9,0.0,1
10766,22.6,0.139,47.5,1,8,0.0,0
10767,4.7,0.036000000000000004,27.4,0,6,0.0,0
10768,8.1,0.084,41.4,0,1,0.0,0
10769,15.2,0.244,73.1,2,10,0.0,0
10770,32.1,0.294,77.4,3,9,0.0,1
10771,10.5,0.237,62.6,1,5,0.0,0
10772,24.8,0.262,73.7,2,15,0.0,1
10773,16.6,0.252,50.8,2,5,0.0,0
10774,5.3,0.105,56.3,1,4,0.0,0
10775,18.1,0.625,70.2,5,9,0.0,1
10776,4.0,0.07200000000000001,49.4,0,5,0.0,0
10777,6.5,0.083,29.1,0,5,0.0,0
10778,11.5,0.195,54.8,1,7,0.0,0
10779,23.2,0.52,60.2,4,8,0.0,1
10780,7.5,0.16399999999999998,55.4,1,9,0.0,0
10781,22.4,0.266,62.4,2,7,0.0,1
10782,7.5,0.203,44.5,1,4,0.0,0
10783,5.4,0.036000000000000004,29.6,0,5,0.0,0
10784,3.5,0.068,39.8,0,6,0.0,0
10785,9.4,0.102,73.8,1,6,0.0,0
10786,8.2,0.057,48.1,0,12,0.0,0
10787,18.1,0.205,80.6,2,9,0.0,1
10788,39.2,0.349,63.5,2,14,0.0,1
10789,14.2,0.532,56.5,6,11,0.0,1
10790,5.0,0.315,51.7,3,13,0.0,0
10791,7.3,0.204,64.0,2,8,0.0,0
10792,2.8,0.175,62.3,1,6,0.0,0
10793,1.8,0.021,30.0,0,5,0.0,0
10794,4.7,0.122,28.8,1,6,0.0,0
10795,16.5,0.138,67.0,1,6,0.0,0
10796,3.1,0.12300000000000001,82.1,1,6,0.0,0
10797,25.2,0.228,86.0,2,7,0.0,1
10798,9.1,0.125,77.0,1,10,0.0,0
10799,18.0,0.018000000000000002,60.7,0,4,0.0,0
10800,50.0,0.54,61.7,5,13,0.0,1
10801,5.4,0.43200000000000005,64.5,5,9,0.0,0
10802,11.1,0.07,35.5,0,8,0.0,0
10803,4.9,0.08,62.6,0,4,0.0,0
10804,29.2,0.363,80.7,3,13,0.0,1
10805,13.5,0.228,61.4,2,14,0.0,0
10806,18.0,0.102,82.4,0,6,0.0,0
10807,13.3,0.157,50.7,1,11,0.0,0
10808,3.6,0.067,44.5,0,5,0.0,0
10809,8.3,0.094,63.3,0,6,0.0,0
10810,29.8,0.239,56.9,2,6,0.0,1
10811,50.0,0.5,81.1,4,16,0.0,1
10812,32.0,0.42100000000000004,76.9,3,10,0.0,1
10813,3.7,0.046,58.7,0,5,0.0,0
10814,19.2,0.226,63.6,1,4,0.0,0
10815,29.2,0.39399999999999996,61.3,4,12,0.0,1
10816,20.0,0.423,76.9,4,14,0.0,1
10817,6.2,0.316,60.9,3,11,0.0,0
10818,7.5,0.091,55.3,0,6,0.0,0
10819,4.0,0.048,58.0,0,1,0.0,0
10820,10.6,0.171,53.4,1,9,0.0,0
10821,10.9,0.127,78.2,1,9,0.0,0
10822,49.0,0.29,75.2,2,9,0.0,1
10823,1.7,0.13699999999999998,68.1,1,5,0.0,0
10824,20.1,0.354,89.7,4,8,0.0,1
10825,31.6,0.434,52.9,4,15,0.0,1
10826,10.5,0.221,77.3,2,7,0.0,0
10827,25.8,0.40399999999999997,44.8,3,8,0.0,1
10828,26.9,0.136,37.1,1,10,0.0,0
10829,6.7,0.10099999999999999,50.4,1,5,0.0,0
10830,21.2,0.096,71.9,0,13,0.0,0
10831,7.0,0.185,62.3,2,7,0.0,0
10832,7.8,0.281,53.7,3,6,0.0,0
10833,16.5,0.122,53.4,1,10,0.0,0
10834,12.1,0.11800000000000001,86.2,1,10,0.0,0
10835,5.1,0.040999999999999995,40.2,0,9,0.0,0
10836,11.7,0.11900000000000001,30.9,1,6,0.0,0
10837,15.5,0.302,67.5,3,7,0.0,1
10838,41.2,0.297,71.3,2,5,0.0,1
10839,8.2,0.313,56.3,3,10,0.0,0
10840,9.0,0.14,54.4,1,6,0.0,0
10841,8.1,0.249,72.1,2,8,0.0,0
10842,11.5,0.125,65.9,1,5,0.0,0
10843,21.8,0.474,73.7,4,13,0.0,1
10844,13.4,0.157,56.5,1,9,0.0,0
10845,50.0,0.5870000000000001,99.1,6,15,0.0,1
10846,21.0,0.344,46.5,3,10,0.0,1
10847,13.9,0.21600000000000003,57.7,2,12,0.0,0
10848,3.4,0.044000000000000004,25.9,0,9,0.0,0
10849,14.0,0.278,61.5,2,7,0.0,0
10850,8.6,0.22899999999999998,58.3,2,7,0.0,0
10851,50.0,0.6709999999999999,83.4,6,12,0.0,1
10852,19.4,0.273,50.7,3,6,0.0,0
10853,6.8,0.11800000000000001,49.3,1,4,0.0,0
10854,2.7,0.075,40.9,0,1,0.0,0
10855,17.7,0.368,93.1,3,8,0.0,1
10856,4.7,0.221,67.9,2,5,0.0,0
10857,8.3,0.604,77.5,5,14,0.0,1
10858,50.0,0.521,67.9,4,12,0.0,1
10859,14.3,0.19,49.6,1,8,0.0,0
10860,11.5,0.332,75.9,3,7,0.0,1
10861,6.2,0.115,59.5,1,9,0.0,0
10862,29.9,0.374,73.5,3,12,0.0,1
10863,24.5,0.26,58.2,3,5,0.0,1
10864,17.1,0.187,67.3,2,7,0.0,0
10865,50.0,0.369,71.3,4,14,0.0,1
10866,42.3,0.149,64.2,1,12,0.0,1
10867,12.5,0.384,82.0,4,11,0.0,1
10868,7.5,0.168,79.1,1,5,0.0,0
10869,46.1,0.547,100.0,4,10,0.0,1
10870,24.7,0.5870000000000001,58.3,6,12,0.0,1
10871,12.9,0.225,39.1,2,14,0.0,0
10872,43.3,0.342,63.1,3,10,0.0,1
10873,4.5,0.12,56.0,1,5,0.0,0
10874,16.2,0.18100000000000002,74.9,1,9,0.0,0
10875,27.9,0.139,54.2,1,8,0.0,1
10876,26.3,0.5660000000000001,80.6,4,13,0.0,1
10877,12.2,0.174,99.8,1,12,0.0,1
10878,3.1,0.023,36.6,0,7,0.0,0
10879,32.6,0.152,73.0,1,7,0.0,1
10880,43.8,0.434,50.8,4,11,0.0,1
10881,3.1,0.113,44.4,0,6,0.0,0
10882,8.7,0.48200000000000004,30.3,5,5,0.0,0
10883,22.1,0.397,97.9,3,6,0.0,1
10884,10.3,0.209,73.0,2,9,0.0,0
10885,33.3,0.385,95.8,3,11,0.0,1
10886,50.0,0.433,85.7,4,17,0.0,1
10887,50.0,0.363,63.4,3,14,0.0,1
10888,21.5,0.162,94.8,1,7,0.0,1
10889,50.0,0.47600000000000003,54.7,5,8,0.0,1
10890,27.4,0.51,71.3,4,9,0.0,1
10891,7.8,0.042,53.3,0,8,0.0,0
10892,5.0,0.172,67.5,1,5,0.0,0
10893,47.1,0.133,50.3,1,13,0.0,1
10894,16.3,0.099,36.3,1,5,0.0,0
10895,8.3,0.365,75.9,3,7,0.0,0
10896,1.9,0.11800000000000001,74.0,1,2,0.0,0
10897,5.7,0.013000000000000001,21.9,0,4,0.0,0
10898,3.1,0.023,39.5,0,2,0.0,0
10899,13.7,0.433,58.1,3,9,0.0,1
10900,13.4,0.19899999999999998,62.1,2,8,0.0,0
10901,4.4,0.098,48.2,1,5,0.0,0
10902,13.6,0.183,45.8,2,10,0.0,0
10903,20.7,0.068,37.5,0,6,0.0,0
10904,34.0,0.478,84.4,4,10,0.0,1
10905,20.5,0.22,61.3,2,8,0.0,0
10906,18.6,0.233,48.8,1,9,0.0,0
10907,37.0,0.37799999999999995,80.3,4,14,0.0,1
10908,15.1,0.052000000000000005,58.8,0,9,0.0,0
10909,5.8,0.08900000000000001,28.2,0,8,0.0,0
10910,5.3,0.17,86.1,1,4,0.0,0
10911,26.0,0.086,42.6,0,8,0.0,0
10912,2.2,0.027000000000000003,36.7,0,2,0.0,0
10913,10.2,0.124,60.5,0,8,0.0,0
10914,13.6,0.33399999999999996,66.3,2,5,0.0,0
10915,18.8,0.157,50.9,1,9,0.0,0
10916,24.6,0.408,66.2,4,7,0.0,1
10917,14.6,0.493,61.2,5,10,0.0,1
10918,5.5,0.222,61.9,2,5,0.0,0
10919,18.8,0.461,82.8,5,8,0.0,1
10920,6.2,0.063,57.1,0,5,0.0,0
10921,14.0,0.4,33.0,3,13,0.0,0
10922,27.9,0.215,80.5,1,12,0.0,1
10923,9.2,0.282,55.3,3,5,0.0,0
10924,9.1,0.032,49.8,0,7,0.0,0
10925,13.5,0.172,85.0,1,8,0.0,0
10926,13.0,0.192,51.3,2,9,0.0,0
10927,6.6,0.107,71.8,0,9,0.0,0
10928,27.7,0.251,59.8,2,9,0.0,1
10929,3.6,0.252,68.0,2,6,0.0,0
10930,13.9,0.18600000000000003,71.3,2,10,0.0,0
10931,15.7,0.071,52.9,0,12,0.0,0
10932,15.6,0.41100000000000003,66.9,4,4,0.0,1
10933,9.4,0.196,33.1,2,6,0.0,0
10934,50.0,0.43700000000000006,58.7,3,11,0.0,1
10935,20.8,0.41200000000000003,86.2,4,11,0.0,1
10936,8.3,0.10800000000000001,50.7,1,3,0.0,0
10937,13.5,0.11,83.9,1,6,0.0,0
10938,5.6,0.06,46.9,0,4,0.0,0
10939,16.3,0.127,51.8,1,8,0.0,0
10940,6.2,0.20199999999999999,51.0,2,1,0.0,0
10941,31.3,0.425,95.1,4,14,0.0,1
10942,13.6,0.048,55.1,0,1,0.0,0
10943,9.2,0.215,61.4,2,11,0.0,0
10944,22.2,0.483,66.0,4,13,0.0,1
10945,4.6,0.085,57.1,0,6,0.0,0
10946,18.4,0.166,45.3,1,11,0.0,0
10947,24.1,0.33,63.8,2,7,0.0,1
10948,8.1,0.341,63.0,3,4,0.0,0
10949,12.8,0.068,58.4,0,7,0.0,0
10950,7.5,0.414,40.1,3,11,0.0,0
10951,14.7,0.289,32.8,2,10,0.0,0
10952,11.3,0.16699999999999998,64.1,1,9,0.0,0
10953,3.0,0.242,39.8,2,4,0.0,0
10954,50.0,0.5479999999999999,70.5,5,15,0.0,1
10955,9.9,0.154,45.7,1,11,0.0,0
10956,5.6,0.11,57.7,1,1,0.0,0
10957,11.8,0.295,79.0,2,11,0.0,1
10958,22.4,0.223,73.0,2,8,0.0,1
10959,26.0,0.36700000000000005,61.0,3,13,0.0,1
10960,50.0,0.617,74.2,4,12,0.0,1
10961,6.2,0.21899999999999997,48.8,2,10,0.0,0
10962,15.9,0.08199999999999999,62.5,0,8,0.0,0
10963,27.5,0.268,59.5,2,7,0.0,1
10964,50.0,0.40299999999999997,77.0,3,8,0.0,1
10965,0.8,0.031,44.1,0,10,0.0,0
10966,5.2,0.162,27.1,1,10,0.0,0
10967,17.7,0.445,72.5,4,13,0.0,1
10968,12.4,0.242,59.3,2,3,0.0,0
10969,2.4,0.024,37.7,0,1,0.0,0
10970,4.8,0.098,49.0,1,2,0.0,0
10971,5.4,0.031,48.3,0,3,0.0,0
10972,33.7,0.35600000000000004,68.2,4,11,0.0,1
10973,35.0,0.41200000000000003,67.7,3,11,0.0,1
10974,32.2,0.248,76.9,2,11,0.0,1
10975,49.2,0.52,100.0,5,11,0.0,1
10976,11.8,0.127,34.8,1,2,0.0,0
10977,7.4,0.102,36.7,1,7,0.0,0
10978,4.6,0.07400000000000001,17.9,0,7,0.0,0
10979,1.2,0.042,49.0,0,3,0.0,0
10980,7.4,0.19399999999999998,54.2,1,8,0.0,0
10981,10.9,0.2,60.8,1,10,0.0,0
10982,17.4,0.547,68.5,5,13,0.0,1
10983,3.9,0.055999999999999994,54.7,0,3,0.0,0
10984,20.4,0.168,68.2,1,8,0.0,0
10985,7.7,0.024,47.3,0,4,0.0,0
10986,7.0,0.17300000000000001,65.1,1,5,0.0,0
10987,33.3,0.12,20.4,1,6,0.0,0
10988,32.5,0.45299999999999996,73.9,4,10,0.0,1
10989,27.4,0.396,88.6,3,7,0.0,1
10990,7.8,0.182,73.2,1,8,0.0,0
10991,17.4,0.152,59.7,1,9,0.0,0
10992,33.7,0.457,44.5,4,14,0.0,1
10993,9.0,0.07200000000000001,36.1,0,7,0.0,0
10994,8.0,0.052000000000000005,36.4,0,9,0.0,0
10995,13.6,0.239,36.1,2,7,0.0,0
10996,3.8,0.10800000000000001,64.4,1,1,0.0,0
10997,43.7,0.326,76.0,3,10,0.0,1
10998,38.8,0.43,71.0,4,15,0.0,1
10999,16.5,0.33399999999999996,95.4,3,11,0.0,1
11000,17.4,0.239,58.8,2,8,0.0,0
11001,10.4,0.324,83.0,3,10,0.0,1
11002,5.9,0.047,66.9,0,4,0.0,0
11003,27.3,0.22699999999999998,59.4,2,10,0.0,1
11004,12.1,0.336,100.0,2,9,0.0,1
11005,50.0,0.507,82.0,4,13,0.0,1
11006,1.0,0.023,37.4,0,1,0.0,0
11007,17.4,0.06,47.2,0,4,0.0,0
11008,35.6,0.222,50.9,2,10,0.0,1
11009,37.2,0.588,64.0,4,11,0.0,1
11010,37.6,0.237,55.1,2,15,0.0,1
11011,6.3,0.172,56.7,1,8,0.0,0
11012,19.1,0.193,64.5,2,10,0.0,0
11013,5.8,0.07400000000000001,56.8,0,3,0.0,0
11014,4.1,0.044000000000000004,37.0,0,1,0.0,0
11015,10.5,0.22,77.9,1,11,0.0,0
11016,32.8,0.604,79.9,6,13,0.0,1
11017,27.6,0.348,42.0,4,14,0.0,1
11018,11.8,0.21899999999999997,69.7,2,8,0.0,0
11019,33.0,0.18,34.2,1,13,0.0,1
11020,21.5,0.4,75.7,4,10,0.0,1
11021,6.5,0.132,64.9,1,8,0.0,0
11022,15.1,0.33899999999999997,66.9,3,10,0.0,1
11023,13.4,0.282,71.2,2,11,0.0,0
11024,15.4,0.248,75.9,2,16,0.0,1
11025,22.4,0.391,69.6,4,8,0.0,1
11026,22.0,0.40299999999999997,77.9,3,13,0.0,1
11027,8.5,0.045,46.2,0,6,0.0,0
11028,4.8,0.192,68.4,1,8,0.0,0
11029,16.5,0.315,57.4,3,9,0.0,0
11030,25.3,0.179,79.2,1,8,0.0,1
11031,9.5,0.109,35.7,1,5,0.0,0
11032,18.0,0.32,87.4,3,15,0.0,1
11033,5.3,0.081,12.3,0,10,0.0,0
11034,50.0,0.486,79.2,3,9,0.0,1
11035,7.7,0.23600000000000002,43.1,2,6,0.0,0
11036,48.9,0.33299999999999996,53.4,3,8,0.0,1
11037,22.2,0.188,69.0,2,4,0.0,1
11038,17.3,0.11800000000000001,67.3,1,10,0.0,0
11039,9.7,0.321,71.5,2,12,0.0,0
11040,50.0,0.48200000000000004,56.7,5,10,0.0,1
11041,6.9,0.295,46.0,3,6,0.0,0
11042,29.5,0.297,64.4,2,16,0.0,1
11043,4.3,0.057999999999999996,55.1,0,4,0.0,0
11044,31.7,0.5489999999999999,52.0,4,8,0.0,1
11045,24.0,0.332,74.6,2,13,0.0,1
11046,6.8,0.057,58.5,0,7,0.0,0
11047,23.6,0.433,78.6,4,8,0.0,1
11048,9.1,0.11699999999999999,51.7,1,5,0.0,0
11049,9.3,0.20800000000000002,43.5,1,8,0.0,0
11050,50.0,0.203,47.7,1,14,0.0,1
11051,4.6,0.23399999999999999,75.4,2,10,0.0,0
11052,40.2,0.317,63.3,3,16,0.0,1
11053,19.6,0.469,57.0,4,6,0.0,1
11054,7.5,0.326,65.9,2,10,0.0,0
11055,3.7,0.027999999999999997,20.7,0,6,0.0,0
11056,1.7,0.015,48.1,0,6,0.0,0
11057,4.9,0.091,68.1,0,4,0.0,0
11058,20.7,0.289,54.2,2,7,0.0,0
11059,20.6,0.198,41.3,2,15,0.0,0
11060,15.1,0.522,98.3,4,11,0.0,1
11061,15.1,0.063,63.3,0,12,0.0,0
11062,14.2,0.27,78.2,2,7,0.0,1
11063,6.1,0.19699999999999998,63.8,2,8,0.0,0
11064,50.0,0.442,87.2,5,18,0.0,1
11065,9.1,0.3,76.8,3,6,0.0,0
11066,21.8,0.316,49.5,2,10,0.0,1
11067,9.4,0.28300000000000003,76.7,2,12,0.0,0
11068,8.6,0.08199999999999999,23.5,0,3,0.0,0
11069,9.4,0.033,43.3,0,7,0.0,0
11070,21.4,0.158,48.7,1,12,0.0,0
11071,5.7,0.099,57.7,0,9,0.0,0
11072,10.7,0.252,42.2,2,6,0.0,0
11073,14.4,0.36700000000000005,59.4,3,8,0.0,0
11074,43.4,0.598,82.0,5,4,0.0,1
11075,9.3,0.19899999999999998,99.2,1,8,0.0,0
11076,10.1,0.636,85.1,5,9,0.0,1
11077,19.3,0.157,68.0,1,11,0.0,0
11078,4.1,0.055999999999999994,48.1,0,3,0.0,0
11079,8.6,0.18100000000000002,37.7,1,9,0.0,0
11080,6.2,0.203,63.2,1,3,0.0,0
11081,19.8,0.278,45.0,3,6,0.0,0
11082,7.3,0.09699999999999999,77.4,0,4,0.0,0
11083,8.5,0.262,27.7,2,9,0.0,0
11084,32.1,0.397,52.7,4,17,0.0,1
11085,2.3,0.02,76.9,0,8,0.0,0
11086,18.9,0.22399999999999998,41.4,2,9,0.0,0
11087,5.1,0.081,34.5,0,1,0.0,0
11088,3.8,0.057999999999999996,41.0,0,8,0.0,0
11089,34.2,0.261,70.2,2,6,0.0,1
11090,10.1,0.282,40.4,3,7,0.0,0
11091,27.1,0.212,60.4,2,13,0.0,1
11092,45.6,0.304,65.8,3,7,0.0,1
11093,48.8,0.38299999999999995,66.3,4,13,0.0,1
11094,9.0,0.196,51.1,2,6,0.0,0
11095,4.2,0.036000000000000004,45.4,0,1,0.0,0
11096,8.0,0.114,51.5,0,6,0.0,0
11097,9.0,0.076,60.3,0,7,0.0,0
11098,11.1,0.22699999999999998,32.8,2,5,0.0,0
11099,16.7,0.33299999999999996,63.9,3,12,0.0,1
11100,23.7,0.23199999999999998,63.9,2,11,0.0,1
11101,11.0,0.318,51.0,2,6,0.0,0
11102,6.4,0.077,46.1,0,12,0.0,0
11103,16.4,0.319,83.2,2,13,0.0,1
11104,16.3,0.332,70.1,3,7,0.0,1
11105,9.1,0.29600000000000004,48.2,3,5,0.0,0
11106,39.4,0.521,46.5,6,11,0.0,1
11107,21.7,0.147,62.0,1,9,0.0,0
11108,6.7,0.054000000000000006,19.9,0,4,0.0,0
11109,8.5,0.272,77.5,3,7,0.0,0
11110,10.4,0.27699999999999997,71.2,2,1,0.0,0
11111,24.0,0.405,63.4,3,5,0.0,1
11112,6.7,0.191,42.1,2,1,0.0,0
11113,13.3,0.205,35.5,1,7,0.0,0
11114,10.7,0.07,79.1,0,3,0.0,0
11115,7.5,0.184,44.6,1,10,0.0,0
11116,8.6,0.09699999999999999,67.9,0,8,0.0,0
11117,8.1,0.11599999999999999,39.7,1,5,0.0,0
11118,41.5,0.409,98.7,4,13,0.0,1
11119,18.5,0.1,75.1,1,8,0.0,0
11120,50.0,0.624,92.3,7,12,0.0,1
11121,2.1,0.045,58.9,0,11,0.0,0
11122,2.6,0.263,34.3,2,13,0.0,0
11123,12.2,0.204,66.7,1,10,0.0,0
11124,17.4,0.414,75.1,4,10,0.0,1
11125,13.7,0.542,84.6,4,9,0.0,1
11126,9.5,0.11199999999999999,59.9,1,6,0.0,0
11127,11.1,0.36700000000000005,89.6,3,10,0.0,1
11128,7.4,0.139,52.5,1,10,0.0,0
11129,5.7,0.168,63.2,1,8,0.0,0
11130,7.9,0.012,23.0,0,7,0.0,0
11131,9.0,0.384,39.6,4,12,0.0,0
11132,50.0,0.22899999999999998,63.4,2,13,0.0,1
11133,5.4,0.102,52.9,0,6,0.0,0
11134,9.0,0.195,70.3,1,10,0.0,0
11135,11.7,0.304,66.3,3,5,0.0,0
11136,10.0,0.16,47.1,1,6,0.0,0
11137,16.2,0.26,58.5,2,14,0.0,0
11138,29.4,0.441,86.9,4,9,0.0,1
11139,31.0,0.498,92.9,5,7,0.0,1
11140,13.1,0.125,41.3,1,13,0.0,0
11141,25.4,0.207,69.5,2,6,0.0,1
11142,30.8,0.535,66.3,4,14,0.0,1
11143,15.2,0.3,91.2,3,5,0.0,1
11144,50.0,0.593,86.2,4,17,0.0,1
11145,22.7,0.17300000000000001,63.7,1,14,0.0,1
11146,10.8,0.154,74.4,1,8,0.0,0
11147,21.6,0.2,77.8,2,8,0.0,1
