course_id,category,level,level_encoded,num_lectures,num_lessons,content_duration,lesson_type_variety,pct_video_lessons,offers_certificate,price,is_paid,rating,rating_count,quality_label
42131,PROGRAMMING,BEGINNER,0,11,10,2.29,1,0.4,1,58.77,1,3.7,26,1
42132,MATH,BEGINNER,0,19,18,6.89,3,0.948,1,9.99,1,3.5,300,1
42133,DESIGN,BEGINNER,0,70,69,31.67,1,0.844,0,34.88,1,4.0,309,1
42134,PROGRAMMING,BEGINNER,0,18,17,5.0,2,0.817,0,9.99,1,3.4,52,0
42135,MUSIC,BEGINNER,0,7,6,1.63,3,0.914,0,9.99,1,3.6,11,0
42136,PROGRAMMING,INTERMEDIATE,1,20,20,6.77,3,0.186,0,9.99,1,3.4,86,0
42137,BUSINESS,BEGINNER,0,85,86,42.31,1,0.224,0,26.27,1,4.2,149,1
42138,PROGRAMMING,INTERMEDIATE,1,14,15,3.84,3,0.389,0,17.28,1,3.6,25,0
42139,OTHER,BEGINNER,0,16,17,3.4,3,0.871,1,35.6,1,3.4,83,1
42140,BUSINESS,INTERMEDIATE,1,16,15,2.41,1,0.418,0,9.99,1,3.4,147,0
42141,OTHER,INTERMEDIATE,1,16,16,3.33,4,0.862,0,9.99,1,3.4,23,0
42142,BUSINESS,BEGINNER,0,8,9,2.32,4,0.718,1,9.99,1,3.4,624,1
42143,DESIGN,ADVANCED,2,21,22,5.24,2,0.513,1,9.99,1,3.5,24,1
42144,MATH,INTERMEDIATE,1,44,43,15.78,3,0.485,0,9.99,1,3.6,90,1
42145,DESIGN,BEGINNER,0,39,40,6.22,3,0.808,0,15.03,1,3.6,188,1
42146,BUSINESS,INTERMEDIATE,1,12,11,1.67,1,0.763,0,15.44,1,3.4,261,0
42147,PROGRAMMING,INTERMEDIATE,1,114,114,29.72,2,0.806,0,9.99,1,4.8,23,1
42148,OTHER,ADVANCED,2,13,14,2.26,3,0.539,0,17.62,1,3.5,314,0
42149,PROGRAMMING,INTERMEDIATE,1,13,12,2.33,4,0.475,1,9.99,1,3.8,473,1
42150,LANGUAGE,BEGINNER,0,17,16,1.51,2,0.734,1,58.98,1,3.7,1246,1
42151,MARKETING,ADVANCED,2,76,75,26.79,1,0.279,1,51.8,1,4.6,10,1
42152,PROGRAMMING,INTERMEDIATE,1,139,138,56.1,1,0.631,1,9.99,1,5.0,392,1
42153,PROGRAMMING,INTERMEDIATE,1,30,30,6.89,3,0.51,0,9.99,1,3.8,1221,1
42154,OTHER,ADVANCED,2,33,32,4.57,1,0.536,1,38.8,1,3.9,83,1
42155,LANGUAGE,ADVANCED,2,21,20,6.56,2,0.193,1,11.12,1,3.5,12,1
42156,MUSIC,BEGINNER,0,28,27,6.98,4,0.54,0,9.99,1,3.4,73,1
42157,BUSINESS,ADVANCED,2,149,148,23.61,3,0.617,1,0.0,0,4.9,233,1
42158,PROGRAMMING,BEGINNER,0,20,21,4.67,1,0.956,1,22.51,1,3.5,35,1
42159,MUSIC,INTERMEDIATE,1,35,36,14.01,1,0.523,1,9.99,1,3.9,129,1
42160,MARKETING,BEGINNER,0,113,112,41.93,1,0.933,1,0.0,0,5.0,2353,1
42161,LANGUAGE,INTERMEDIATE,1,23,24,8.7,1,0.917,0,9.99,1,3.6,22,0
42162,DESIGN,INTERMEDIATE,1,22,23,10.86,2,0.169,1,13.21,1,3.6,33,1
42163,OTHER,BEGINNER,0,53,53,25.77,2,0.257,0,9.99,1,3.8,165,1
42164,PROGRAMMING,INTERMEDIATE,1,19,20,4.37,2,0.914,0,35.28,1,3.4,362,0
42165,PROGRAMMING,BEGINNER,0,20,21,4.75,1,0.662,1,9.99,1,3.8,137,1
42166,MATH,BEGINNER,0,22,22,2.52,2,0.736,1,9.99,1,3.9,105,1
42167,PHOTOGRAPHY,INTERMEDIATE,1,4,5,2.14,3,0.951,1,18.9,1,3.9,130,1
42168,DESIGN,BEGINNER,0,35,34,10.68,4,0.335,1,75.8,1,4.0,55,1
42169,LANGUAGE,INTERMEDIATE,1,48,48,18.59,1,0.905,0,88.87,1,3.9,76,1
42170,BUSINESS,INTERMEDIATE,1,22,21,14.35,3,0.777,1,10.6,1,3.6,47,1
42171,PROGRAMMING,ADVANCED,2,86,87,22.76,4,0.702,1,17.51,1,5.0,87,1
42172,PHOTOGRAPHY,INTERMEDIATE,1,80,81,8.73,4,0.48,0,12.85,1,4.2,57,1
42173,PROGRAMMING,ADVANCED,2,30,29,15.4,3,0.705,1,28.39,1,3.8,223,1
42174,PROGRAMMING,BEGINNER,0,15,15,1.8,1,0.522,0,21.53,1,3.5,12,0
42175,PROGRAMMING,ADVANCED,2,4,5,1.98,1,0.628,0,9.99,1,3.3,255,0
42176,BUSINESS,BEGINNER,0,69,69,30.09,2,0.688,1,13.71,1,4.5,45,1
42177,PROGRAMMING,BEGINNER,0,76,76,45.64,3,0.922,0,22.56,1,4.1,10,1
42178,MATH,INTERMEDIATE,1,15,16,7.97,1,0.957,1,23.07,1,3.5,57,1
42179,MARKETING,BEGINNER,0,17,17,5.31,4,0.1,0,25.61,1,3.3,535,0
42180,DESIGN,INTERMEDIATE,1,7,6,1.49,3,0.909,0,9.99,1,3.4,376,0
42181,MUSIC,BEGINNER,0,16,15,4.57,1,0.698,1,10.74,1,3.7,310,1
42182,SCIENCE,INTERMEDIATE,1,18,17,2.2,1,0.628,1,34.23,1,3.7,55,1
42183,MARKETING,INTERMEDIATE,1,28,27,8.4,1,0.467,1,14.43,1,3.8,78,1
42184,PROGRAMMING,INTERMEDIATE,1,13,14,11.69,1,0.659,1,17.98,1,3.6,12,1
42185,PROGRAMMING,INTERMEDIATE,1,7,8,2.63,4,0.921,1,32.67,1,3.6,189,1
42186,SCIENCE,ADVANCED,2,135,134,34.68,3,0.635,1,15.64,1,5.0,127,1
42187,PROGRAMMING,INTERMEDIATE,1,79,80,43.3,3,0.664,0,52.99,1,4.2,125,1
42188,PROGRAMMING,INTERMEDIATE,1,76,75,42.18,2,0.831,0,0.0,0,4.2,90,1
42189,PHOTOGRAPHY,ADVANCED,2,44,43,17.23,4,0.549,0,9.99,1,3.7,30,1
42190,PROGRAMMING,BEGINNER,0,19,20,2.37,3,0.792,1,25.03,1,3.5,58,1
42191,OTHER,ADVANCED,2,38,38,3.19,3,0.905,1,17.77,1,3.9,21,1
42192,SCIENCE,BEGINNER,0,28,29,14.51,1,0.805,0,10.96,1,3.5,64,0
42193,MARKETING,BEGINNER,0,8,9,3.5,1,0.851,0,28.85,1,3.7,424,0
42194,SCIENCE,BEGINNER,0,12,11,2.6,2,0.285,0,22.26,1,3.7,22,0
42195,BUSINESS,INTERMEDIATE,1,10,10,1.76,1,0.796,0,9.99,1,3.5,172,0
42196,LANGUAGE,ADVANCED,2,202,201,43.24,3,0.285,1,0.0,0,5.0,148,1
42197,PHOTOGRAPHY,BEGINNER,0,56,55,12.15,4,0.169,1,17.66,1,4.1,122,1
42198,PROGRAMMING,BEGINNER,0,7,8,1.62,2,0.178,1,0.0,0,3.8,27,1
42199,OTHER,BEGINNER,0,15,16,6.12,4,0.429,0,36.3,1,3.5,104,0
42200,SCIENCE,BEGINNER,0,16,16,3.04,3,0.604,1,66.48,1,3.6,113,1
42201,OTHER,BEGINNER,0,42,41,18.71,1,0.367,1,11.74,1,3.7,36,1
42202,LANGUAGE,BEGINNER,0,34,33,13.46,2,0.58,1,16.59,1,4.0,138,1
42203,BUSINESS,INTERMEDIATE,1,19,20,6.54,2,0.651,0,9.99,1,3.6,327,0
42204,PROGRAMMING,BEGINNER,0,23,22,5.52,3,0.591,1,10.98,1,4.1,48,1
42205,PROGRAMMING,BEGINNER,0,11,10,6.19,1,0.343,1,17.35,1,3.3,256,0
42206,PROGRAMMING,BEGINNER,0,25,24,5.98,1,0.867,1,0.0,0,4.2,289,1
42207,PROGRAMMING,INTERMEDIATE,1,19,20,8.91,3,0.694,1,30.08,1,4.0,67,1
42208,MARKETING,INTERMEDIATE,1,11,11,4.86,4,0.285,1,44.96,1,3.7,44,1
42209,MUSIC,BEGINNER,0,4,5,1.96,3,0.645,1,10.89,1,3.8,55,1
42210,DESIGN,INTERMEDIATE,1,33,32,15.45,3,0.848,1,18.99,1,3.8,650,1
42211,MARKETING,BEGINNER,0,10,9,2.49,4,0.468,1,9.99,1,3.5,151,1
42212,DESIGN,BEGINNER,0,57,56,13.42,3,0.898,1,12.63,1,4.0,56,1
42213,MUSIC,INTERMEDIATE,1,52,52,13.57,3,0.32,0,13.17,1,3.8,22,1
42214,OTHER,BEGINNER,0,24,23,4.39,3,0.482,1,9.99,1,3.9,56,1
42215,MUSIC,INTERMEDIATE,1,24,23,7.35,2,0.571,0,12.69,1,3.3,15,0
42216,PROGRAMMING,BEGINNER,0,65,65,46.66,4,0.858,0,9.99,1,4.0,141,1
42217,BUSINESS,INTERMEDIATE,1,22,23,6.91,3,0.61,1,9.99,1,3.4,465,1
42218,LANGUAGE,BEGINNER,0,9,9,12.15,4,0.7,0,14.3,1,3.5,21,0
42219,MARKETING,INTERMEDIATE,1,11,12,2.08,4,0.701,0,13.22,1,3.6,231,0
42220,OTHER,BEGINNER,0,40,40,7.73,1,0.551,1,0.0,0,3.7,558,1
42221,PROGRAMMING,ADVANCED,2,14,14,2.99,1,0.664,0,13.75,1,3.6,72,0
42222,DESIGN,BEGINNER,0,236,235,87.87,2,0.571,1,9.99,1,5.0,35,1
42223,PROGRAMMING,ADVANCED,2,11,10,4.11,2,0.895,0,40.67,1,3.7,59,0
42224,LANGUAGE,BEGINNER,0,24,25,6.85,4,0.875,0,22.59,1,3.3,114,1
42225,MARKETING,BEGINNER,0,40,40,36.17,1,0.614,0,9.99,1,3.8,83,1
42226,PROGRAMMING,ADVANCED,2,12,12,3.15,3,0.533,1,15.9,1,3.7,78,1
42227,DESIGN,ADVANCED,2,49,48,7.1,4,0.603,0,14.21,1,3.8,88,1
42228,MARKETING,BEGINNER,0,4,3,1.19,4,0.763,0,27.99,1,3.7,140,0
42229,OTHER,ADVANCED,2,26,26,4.68,4,0.326,1,31.78,1,3.9,345,1
42230,DESIGN,BEGINNER,0,46,45,28.64,1,0.743,0,19.05,1,3.8,36,1
42231,PROGRAMMING,ADVANCED,2,53,54,26.46,4,0.856,0,20.64,1,3.9,94,1
42232,BUSINESS,INTERMEDIATE,1,54,53,14.03,2,0.945,1,9.99,1,4.1,40,1
42233,DESIGN,ADVANCED,2,51,50,10.17,3,0.617,0,22.05,1,4.1,27,1
42234,MARKETING,ADVANCED,2,6,7,0.89,2,0.791,0,9.99,1,3.4,26,0
42235,BUSINESS,BEGINNER,0,12,13,5.0,3,0.548,0,12.0,1,3.2,1108,0
42236,MUSIC,BEGINNER,0,75,75,17.98,2,0.644,0,0.0,0,4.0,270,1
42237,MATH,INTERMEDIATE,1,40,39,17.51,2,0.536,1,0.0,0,3.8,16,1
42238,PROGRAMMING,BEGINNER,0,8,7,0.66,3,0.6,0,12.0,1,3.5,190,0
42239,SCIENCE,INTERMEDIATE,1,104,103,14.7,2,0.736,0,199.99,1,4.6,837,1
42240,OTHER,BEGINNER,0,13,13,3.01,3,0.808,0,9.99,1,3.5,43,0
42241,BUSINESS,BEGINNER,0,27,27,7.76,1,0.968,0,18.23,1,3.5,2,0
42242,PROGRAMMING,ADVANCED,2,18,19,3.27,1,0.559,0,9.99,1,3.7,100,0
42243,SCIENCE,INTERMEDIATE,1,43,43,7.56,2,0.81,1,18.45,1,4.1,261,1
42244,MUSIC,INTERMEDIATE,1,13,13,1.99,4,0.487,1,23.12,1,3.4,50,1
42245,PROGRAMMING,BEGINNER,0,5,5,0.99,3,0.533,0,11.55,1,3.5,879,0
42246,BUSINESS,INTERMEDIATE,1,129,128,55.5,2,0.703,0,21.07,1,4.6,51,1
42247,MARKETING,BEGINNER,0,13,12,2.13,1,0.174,0,18.68,1,3.6,17,0
42248,PROGRAMMING,ADVANCED,2,37,38,6.86,1,0.386,0,24.64,1,3.7,123,1
42249,MUSIC,BEGINNER,0,24,24,9.48,3,0.853,0,0.0,0,3.7,108,1
42250,MUSIC,INTERMEDIATE,1,70,71,9.86,4,0.874,1,18.24,1,4.6,192,1
42251,MATH,BEGINNER,0,17,18,3.05,2,0.544,0,9.99,1,3.3,529,0
42252,MARKETING,ADVANCED,2,11,10,2.22,3,0.477,1,9.99,1,3.4,61,1
42253,MARKETING,INTERMEDIATE,1,50,50,11.86,4,0.561,1,13.52,1,4.1,134,1
42254,MARKETING,ADVANCED,2,4,3,1.29,1,0.371,0,28.72,1,3.2,29,0
42255,DESIGN,BEGINNER,0,19,20,11.57,4,0.919,0,44.49,1,3.2,12,1
42256,LANGUAGE,BEGINNER,0,15,14,6.82,3,0.236,0,9.99,1,3.5,34,0
42257,PHOTOGRAPHY,BEGINNER,0,13,13,5.89,3,0.237,0,0.0,0,3.4,897,0
42258,SCIENCE,BEGINNER,0,20,19,8.2,3,0.882,1,18.4,1,3.8,617,1
42259,LANGUAGE,ADVANCED,2,16,17,3.5,1,0.444,1,9.99,1,3.8,17,1
42260,PHOTOGRAPHY,INTERMEDIATE,1,8,9,4.72,3,0.155,0,27.74,1,3.4,79,0
42261,PROGRAMMING,BEGINNER,0,9,10,2.72,4,0.249,1,9.99,1,3.6,335,1
42262,MATH,ADVANCED,2,70,71,11.98,2,0.74,1,79.19,1,4.6,20,1
42263,DESIGN,BEGINNER,0,43,43,16.0,1,0.531,0,9.99,1,3.5,524,0
42264,OTHER,BEGINNER,0,16,17,7.38,1,0.904,0,11.83,1,3.4,76,0
42265,BUSINESS,INTERMEDIATE,1,17,18,2.4,3,0.594,0,39.09,1,3.3,42,0
42266,PROGRAMMING,INTERMEDIATE,1,24,23,4.17,1,0.961,1,11.89,1,3.9,61,1
42267,MATH,BEGINNER,0,36,37,7.86,3,0.638,0,9.99,1,3.6,795,1
42268,LANGUAGE,ADVANCED,2,62,63,42.56,1,0.73,0,9.99,1,3.8,7,1
42269,LANGUAGE,BEGINNER,0,15,14,18.07,2,0.647,1,26.5,1,3.5,89,1
42270,PROGRAMMING,ADVANCED,2,25,26,6.64,1,0.735,1,22.28,1,3.6,71,1
42271,MATH,BEGINNER,0,31,31,7.69,2,0.55,0,16.8,1,3.5,22,1
42272,MARKETING,INTERMEDIATE,1,48,47,21.08,1,0.925,1,18.17,1,4.0,68,1
42273,BUSINESS,BEGINNER,0,13,12,1.15,1,0.371,0,16.17,1,3.5,221,0
42274,MATH,INTERMEDIATE,1,44,43,12.2,4,0.476,0,45.76,1,3.9,395,1
42275,PHOTOGRAPHY,ADVANCED,2,20,21,6.03,3,0.571,1,28.38,1,3.8,23,1
42276,PROGRAMMING,ADVANCED,2,12,12,2.79,3,0.457,1,69.49,1,3.6,32,1
42277,BUSINESS,BEGINNER,0,64,64,9.52,3,0.705,1,33.45,1,4.7,407,1
42278,PHOTOGRAPHY,BEGINNER,0,173,172,64.66,4,0.978,0,9.99,1,4.8,24,1
42279,MATH,BEGINNER,0,7,7,1.83,4,0.365,1,0.0,0,3.4,287,1
42280,DESIGN,ADVANCED,2,20,21,3.71,4,0.67,0,23.98,1,3.5,189,1
42281,LANGUAGE,INTERMEDIATE,1,17,17,7.07,4,0.323,0,9.99,1,3.4,441,1
42282,LANGUAGE,INTERMEDIATE,1,16,17,4.45,3,0.41,1,19.51,1,3.5,15,1
42283,PROGRAMMING,BEGINNER,0,13,14,4.44,1,0.923,0,27.39,1,3.5,334,0
42284,PROGRAMMING,INTERMEDIATE,1,44,45,13.92,3,0.258,1,9.99,1,3.8,237,1
42285,MARKETING,BEGINNER,0,10,10,3.84,1,0.821,0,25.79,1,3.6,26,0
42286,LANGUAGE,BEGINNER,0,15,15,3.59,3,0.413,0,44.66,1,3.2,63,0
42287,MARKETING,ADVANCED,2,53,52,11.37,1,0.692,0,16.53,1,4.0,236,1
42288,SCIENCE,INTERMEDIATE,1,43,44,11.78,3,0.431,1,0.0,0,4.1,205,1
42289,PHOTOGRAPHY,BEGINNER,0,88,88,24.9,3,0.805,1,31.6,1,4.7,240,1
42290,PHOTOGRAPHY,INTERMEDIATE,1,11,10,2.97,3,0.509,1,9.99,1,3.6,898,1
42291,PROGRAMMING,ADVANCED,2,46,47,26.0,1,0.604,1,68.98,1,4.4,9,1
42292,PROGRAMMING,INTERMEDIATE,1,48,49,24.71,3,0.865,1,10.5,1,4.6,14,1
42293,LANGUAGE,INTERMEDIATE,1,17,16,9.24,4,0.695,1,152.24,1,3.5,192,1
42294,LANGUAGE,ADVANCED,2,12,11,6.62,4,0.713,1,33.32,1,3.5,68,1
42295,MARKETING,INTERMEDIATE,1,19,20,6.77,3,0.679,1,18.45,1,3.6,209,1
42296,MARKETING,INTERMEDIATE,1,22,21,4.57,3,0.278,1,22.53,1,3.7,166,1
42297,MARKETING,BEGINNER,0,19,18,3.76,1,0.443,0,39.87,1,3.5,47,0
42298,PROGRAMMING,ADVANCED,2,17,18,3.54,4,0.263,0,44.18,1,3.4,72,1
42299,PHOTOGRAPHY,INTERMEDIATE,1,91,92,6.63,1,0.7,1,16.31,1,4.7,89,1
42300,BUSINESS,ADVANCED,2,18,17,5.48,2,0.395,1,16.57,1,3.7,75,1
42301,MARKETING,ADVANCED,2,32,31,3.74,4,0.674,1,0.0,0,3.9,95,1
42302,MARKETING,BEGINNER,0,9,10,3.98,3,0.907,1,9.99,1,3.6,228,1
42303,LANGUAGE,ADVANCED,2,107,107,38.37,4,0.72,1,9.99,1,5.0,127,1
42304,DESIGN,INTERMEDIATE,1,9,10,2.9,3,0.664,0,44.8,1,3.4,87,0
42305,BUSINESS,INTERMEDIATE,1,5,6,1.29,4,0.882,0,22.86,1,3.3,77,0
42306,BUSINESS,BEGINNER,0,11,10,2.91,3,0.939,0,0.0,0,3.5,1229,0
42307,LANGUAGE,INTERMEDIATE,1,120,120,24.46,1,0.508,1,18.97,1,5.0,364,1
42308,BUSINESS,BEGINNER,0,6,6,2.82,4,0.44,0,9.99,1,3.2,69,0
42309,PROGRAMMING,BEGINNER,0,19,18,2.45,4,0.637,1,9.99,1,3.5,248,1
42310,OTHER,ADVANCED,2,39,38,13.57,2,0.668,1,29.66,1,3.9,115,1
42311,BUSINESS,INTERMEDIATE,1,19,19,5.9,4,0.621,1,59.37,1,3.9,143,1
42312,PROGRAMMING,BEGINNER,0,44,45,5.7,3,0.329,1,48.93,1,4.5,98,1
42313,MUSIC,BEGINNER,0,13,14,4.72,2,0.705,0,14.69,1,3.6,248,0
42314,LANGUAGE,INTERMEDIATE,1,29,28,9.43,1,0.642,1,9.99,1,3.9,20,1
42315,BUSINESS,INTERMEDIATE,1,35,34,3.86,4,0.265,0,9.99,1,3.8,142,1
42316,PHOTOGRAPHY,BEGINNER,0,10,11,1.51,3,0.355,1,16.33,1,3.6,61,1
42317,PROGRAMMING,INTERMEDIATE,1,7,8,3.32,1,0.433,0,9.99,1,3.3,25,0
42318,DESIGN,INTERMEDIATE,1,46,45,8.32,3,0.35,0,24.9,1,3.8,126,1
42319,PROGRAMMING,INTERMEDIATE,1,116,117,40.01,3,0.775,0,9.99,1,4.6,104,1
42320,BUSINESS,BEGINNER,0,34,33,8.19,3,0.716,0,0.0,0,3.6,717,1
42321,MARKETING,ADVANCED,2,33,34,5.84,2,0.487,1,14.79,1,3.7,350,1
42322,BUSINESS,INTERMEDIATE,1,12,12,2.83,3,0.312,0,28.21,1,3.8,17,0
42323,MARKETING,BEGINNER,0,35,35,32.44,4,0.24,1,28.06,1,4.0,154,1
42324,BUSINESS,INTERMEDIATE,1,57,56,23.91,2,0.583,0,9.99,1,3.7,7,1
42325,DESIGN,ADVANCED,2,28,27,7.71,1,0.876,0,15.95,1,3.7,71,0
42326,PROGRAMMING,ADVANCED,2,45,46,15.61,4,0.757,1,14.28,1,4.3,210,1
42327,DESIGN,INTERMEDIATE,1,15,15,3.18,2,0.619,0,27.6,1,3.5,100,0
42328,PROGRAMMING,ADVANCED,2,45,44,6.93,2,0.885,1,22.66,1,4.4,88,1
42329,MUSIC,BEGINNER,0,39,39,9.31,3,0.134,0,9.99,1,3.9,105,1
42330,SCIENCE,ADVANCED,2,32,32,9.48,4,0.319,0,10.35,1,3.7,144,1
42331,LANGUAGE,INTERMEDIATE,1,16,17,4.58,2,0.85,1,9.99,1,3.4,299,1
42332,PHOTOGRAPHY,BEGINNER,0,88,89,16.53,4,0.588,0,11.36,1,4.3,34,1
42333,DESIGN,BEGINNER,0,12,12,3.31,3,0.88,0,0.0,0,3.5,78,0
42334,MUSIC,BEGINNER,0,44,43,10.91,3,0.389,0,37.93,1,3.7,117,1
42335,MARKETING,BEGINNER,0,6,5,0.71,4,0.542,1,9.99,1,3.5,82,1
42336,PROGRAMMING,ADVANCED,2,18,19,5.92,2,0.838,1,14.66,1,3.8,6,1
42337,MATH,INTERMEDIATE,1,38,37,12.44,3,0.695,0,22.64,1,3.6,67,1
42338,PROGRAMMING,INTERMEDIATE,1,28,27,7.05,4,0.202,1,27.9,1,4.1,102,1
42339,BUSINESS,BEGINNER,0,46,46,13.7,2,0.658,0,9.99,1,3.6,28,1
42340,BUSINESS,BEGINNER,0,14,14,2.62,3,0.507,1,9.99,1,3.6,25,1
42341,SCIENCE,BEGINNER,0,17,18,2.66,4,0.938,0,19.52,1,3.6,921,1
42342,MATH,BEGINNER,0,84,85,12.02,4,0.557,0,23.43,1,4.2,68,1
42343,OTHER,ADVANCED,2,26,26,5.69,2,0.951,1,72.43,1,3.7,150,1
42344,MARKETING,INTERMEDIATE,1,11,11,5.56,2,0.963,1,9.99,1,3.3,173,1
42345,MUSIC,BEGINNER,0,12,12,3.88,2,0.971,0,13.65,1,3.5,42,0
42346,PROGRAMMING,ADVANCED,2,19,18,4.17,4,0.368,1,24.13,1,3.6,86,1
42347,BUSINESS,INTERMEDIATE,1,18,17,8.57,1,0.378,1,0.0,0,3.6,35,1
42348,MATH,ADVANCED,2,7,6,2.69,4,0.627,0,9.99,1,3.5,2563,0
42349,BUSINESS,INTERMEDIATE,1,15,16,4.18,4,0.926,1,36.49,1,3.5,119,1
42350,PROGRAMMING,ADVANCED,2,10,10,2.88,1,0.162,0,9.99,1,3.3,36,0
42351,PROGRAMMING,ADVANCED,2,27,26,4.59,1,0.593,1,19.2,1,3.8,65,1
42352,BUSINESS,BEGINNER,0,87,88,19.15,4,0.168,0,9.99,1,4.4,21,1
42353,PROGRAMMING,BEGINNER,0,24,23,3.01,3,0.611,1,21.19,1,3.8,96,1
42354,BUSINESS,INTERMEDIATE,1,38,38,8.58,2,0.722,1,14.29,1,3.8,21,1
42355,DESIGN,BEGINNER,0,67,66,14.58,2,0.61,0,20.49,1,4.0,56,1
42356,DESIGN,BEGINNER,0,4,4,1.8,4,0.714,1,9.99,1,3.7,8,1
42357,PROGRAMMING,INTERMEDIATE,1,57,56,25.73,1,0.842,0,48.16,1,4.2,119,1
42358,MATH,ADVANCED,2,9,8,2.42,1,0.774,0,12.35,1,3.5,125,0
42359,MUSIC,INTERMEDIATE,1,34,34,5.89,4,0.967,0,71.62,1,3.5,437,1
42360,PHOTOGRAPHY,ADVANCED,2,99,99,37.58,2,0.615,1,9.99,1,4.9,486,1
42361,MARKETING,INTERMEDIATE,1,10,9,2.18,3,0.902,1,22.21,1,3.9,528,1
42362,BUSINESS,INTERMEDIATE,1,10,10,4.51,2,0.886,1,16.13,1,3.5,63,1
42363,SCIENCE,BEGINNER,0,131,132,94.48,3,0.617,0,9.99,1,5.0,24,1
42364,OTHER,BEGINNER,0,8,8,0.75,2,0.902,0,10.26,1,3.3,155,0
42365,PROGRAMMING,BEGINNER,0,24,25,3.64,4,0.593,1,9.99,1,3.9,154,1
42366,PROGRAMMING,INTERMEDIATE,1,42,42,20.78,3,0.736,1,42.9,1,4.3,123,1
42367,MUSIC,INTERMEDIATE,1,28,27,16.97,3,0.813,1,9.99,1,3.7,33,1
42368,PROGRAMMING,BEGINNER,0,14,15,3.22,4,0.412,0,10.17,1,3.5,91,0
42369,MATH,INTERMEDIATE,1,48,47,9.14,2,0.845,1,9.99,1,4.2,88,1
42370,PHOTOGRAPHY,ADVANCED,2,85,84,24.46,4,0.866,1,9.99,1,4.5,110,1
42371,DESIGN,INTERMEDIATE,1,29,30,7.09,4,0.528,0,10.19,1,3.3,484,1
42372,BUSINESS,ADVANCED,2,44,43,5.62,1,0.477,1,17.38,1,3.9,90,1
42373,MUSIC,BEGINNER,0,45,45,13.2,1,0.847,1,12.29,1,4.1,94,1
42374,PROGRAMMING,INTERMEDIATE,1,24,23,5.56,4,0.821,0,15.44,1,3.4,194,1
42375,MATH,BEGINNER,0,83,83,58.72,2,0.881,0,0.0,0,4.1,29,1
42376,PROGRAMMING,BEGINNER,0,160,161,50.36,2,0.352,0,37.51,1,4.8,93,1
42377,OTHER,ADVANCED,2,26,27,6.13,4,0.551,1,14.35,1,3.8,31,1
42378,PROGRAMMING,BEGINNER,0,98,99,23.77,1,0.423,0,9.99,1,4.4,44,1
42379,LANGUAGE,BEGINNER,0,12,13,4.36,2,0.247,1,54.81,1,3.5,99,1
42380,PROGRAMMING,BEGINNER,0,25,24,13.61,2,0.885,1,26.06,1,3.8,24,1
42381,BUSINESS,BEGINNER,0,39,38,8.9,1,0.723,1,75.1,1,4.0,10,1
42382,PHOTOGRAPHY,BEGINNER,0,29,28,10.02,2,0.407,0,9.99,1,3.6,42,1
42383,PROGRAMMING,ADVANCED,2,35,36,10.6,2,0.554,0,13.22,1,3.8,211,1
42384,BUSINESS,BEGINNER,0,7,8,5.57,3,0.186,0,9.99,1,3.7,157,0
42385,DESIGN,ADVANCED,2,42,42,8.19,2,0.711,1,11.68,1,4.0,434,1
42386,BUSINESS,BEGINNER,0,46,45,10.38,2,0.881,1,42.55,1,4.0,101,1
42387,BUSINESS,ADVANCED,2,8,8,1.75,1,0.892,0,104.92,1,3.2,92,0
42388,LANGUAGE,BEGINNER,0,18,17,5.59,1,0.762,0,0.0,0,3.4,30,0
42389,PROGRAMMING,INTERMEDIATE,1,54,55,9.41,3,0.342,0,0.0,0,3.9,300,1
42390,PROGRAMMING,ADVANCED,2,24,25,12.37,4,0.692,0,24.18,1,3.8,720,1
42391,BUSINESS,INTERMEDIATE,1,68,68,23.29,4,0.593,1,9.99,1,4.6,143,1
42392,MATH,INTERMEDIATE,1,6,6,1.38,4,0.889,0,0.0,0,3.4,19,0
42393,SCIENCE,ADVANCED,2,30,29,3.52,2,0.475,1,0.0,0,3.9,1,1
42394,MARKETING,BEGINNER,0,45,46,9.49,2,0.709,1,9.99,1,4.0,27,1
42395,MATH,BEGINNER,0,16,17,7.45,2,0.518,0,40.35,1,3.2,118,0
42396,SCIENCE,INTERMEDIATE,1,58,58,24.1,2,0.992,0,9.99,1,4.0,89,1
42397,DESIGN,INTERMEDIATE,1,12,11,2.41,1,0.252,1,0.0,0,3.7,9,1
42398,PROGRAMMING,INTERMEDIATE,1,18,18,2.49,2,0.452,0,9.99,1,3.3,421,0
42399,DESIGN,INTERMEDIATE,1,10,9,3.62,2,0.797,0,0.0,0,3.3,5,0
42400,PROGRAMMING,INTERMEDIATE,1,7,6,1.4,2,0.922,1,9.99,1,3.8,48,1
42401,PHOTOGRAPHY,ADVANCED,2,216,217,52.54,4,0.673,1,0.0,0,5.0,113,1
42402,MARKETING,BEGINNER,0,9,10,5.09,3,0.706,0,34.15,1,3.4,129,0
42403,MARKETING,BEGINNER,0,165,164,24.26,1,0.858,0,15.4,1,4.8,785,1
42404,PROGRAMMING,INTERMEDIATE,1,25,26,13.41,4,0.919,0,26.11,1,3.5,25,1
42405,LANGUAGE,BEGINNER,0,28,29,4.63,1,0.723,1,11.86,1,3.8,130,1
42406,BUSINESS,BEGINNER,0,11,12,3.49,1,0.465,1,9.99,1,3.5,189,1
