platform,title,url,query,page,date_scraped,extraction_method,estimated_salary_boost,demand_level,roi_score,score_breakdown,skill_category,position,price,price_text,rating
Udemy,"React JS Masterclass: Zero To Job Ready With 10 ProjectsBecome React Developer: React Core, Hooks, APIs,Routing, Context, Reducers, Redux, Firebase, Tailwind, Deployment & MoreRating: 4.6 out of 52261 reviews35 total hours203 lecturesAll LevelsCurrent price: $9.99Original price: $59.99",https://www.udemy.com/course/complete-reactjs-masterclass/,react frontend,2,2026-02-26T02:43:36.399354,,24000.0,very_high,100.0,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 26.4, 'keyword_score': 50.0, 'engagement_score': 8.0, 'provider_score': 0.0, 'price_value_score': 18}",react,3.0,9.99,"React JS Masterclass: Zero To Job Ready With 10 ProjectsBecome React Developer: React Core, Hooks, APIs,Routing, Context, Reducers, Redux, Firebase, Tailwind, Deployment & MoreRating: 4.6 out of 52261 reviews35 total hours203 lecturesAll LevelsCurrent price: $9.99Original price: $59.99Become React Developer: React Core, Hooks, APIs,Routing, Context, Reducers, Redux, Firebase, Tailwind, Deployment & MoreInstructor:Shubham SardaRating: 4.6 out of 54.6(2,261)35 total hours203 lecturesAll LevelsCurrent price$9.99Original Price$59.99Bestseller",4.6
Udemy,"React JS Masterclass: Zero To Job Ready With 10 ProjectsBecome React Developer: React Core, Hooks, APIs,Routing, Context, Reducers, Redux, Firebase, Tailwind, Deployment & MoreRating: 4.6 out of 52261 reviews35 total hours203 lecturesAll LevelsCurrent price: $9.99Original price: $59.99",https://www.udemy.com/course/complete-reactjs-masterclass/,react frontend,2,2026-02-26T02:43:36.403941,,24000.0,very_high,100.0,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 26.4, 'keyword_score': 50.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",react,4.0,,,
Udemy,"Machine Learning A-Z: AI, Python & R + ChatGPT Prize [2026]Learn to create Machine Learning Algorithms in Python and R from two Data Science experts. Code templates included.Rating: 4.5 out of 5202595 reviews42.5 total hours386 lecturesAll LevelsCurrent price: $10.99Original price: $74.99",https://www.udemy.com/course/machinelearning/,machine learning,1,2026-02-26T02:44:04.720485,,25000.0,very_high,100.0,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 28.5, 'keyword_score': 50.0, 'engagement_score': 8.0, 'provider_score': 0.0, 'price_value_score': 18}",python,1.0,10.99,"Machine Learning A-Z: AI, Python & R + ChatGPT Prize [2026]Learn to create Machine Learning Algorithms in Python and R from two Data Science experts. Code templates included.Rating: 4.5 out of 5202595 reviews42.5 total hours386 lecturesAll LevelsCurrent price: $10.99Original price: $74.99Learn to create Machine Learning Algorithms in Python and R from two Data Science experts. Code templates included.Instructors:Kirill Eremenko, Hadelin de Ponteves, SuperDataScience Team, Ligency ​Rating: 4.5 out of 54.5(202,595)42.5 total hours386 lecturesAll LevelsCurrent price$10.99Original Price$74.99Bestseller",4.5
Udemy,"Machine Learning A-Z: AI, Python & R + ChatGPT Prize [2026]Learn to create Machine Learning Algorithms in Python and R from two Data Science experts. Code templates included.Rating: 4.5 out of 5202595 reviews42.5 total hours386 lecturesAll LevelsCurrent price: $10.99Original price: $74.99",https://www.udemy.com/course/machinelearning/,machine learning,1,2026-02-26T02:44:04.729931,,25000.0,very_high,100.0,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 28.5, 'keyword_score': 50.0, 'engagement_score': 8.0, 'provider_score': 0.0, 'price_value_score': 18}",python,3.0,10.99,"Machine Learning A-Z: AI, Python & R + ChatGPT Prize [2026]Learn to create Machine Learning Algorithms in Python and R from two Data Science experts. Code templates included.Rating: 4.5 out of 5202595 reviews42.5 total hours386 lecturesAll LevelsCurrent price: $10.99Original price: $74.99Learn to create Machine Learning Algorithms in Python and R from two Data Science experts. Code templates included.Instructors:Kirill Eremenko, Hadelin de Ponteves, SuperDataScience Team, Ligency ​Rating: 4.5 out of 54.5(202,595)42.5 total hours386 lecturesAll LevelsCurrent price$10.99Original Price$74.99Bestseller",4.5
Udemy,"Machine Learning A-Z: AI, Python & R + ChatGPT Prize [2026]Learn to create Machine Learning Algorithms in Python and R from two Data Science experts. Code templates included.Rating: 4.5 out of 5202595 reviews42.5 total hours386 lecturesAll LevelsCurrent price: $10.99Original price: $74.99",https://www.udemy.com/course/machinelearning/,machine learning,1,2026-02-26T02:44:04.737066,,25000.0,very_high,100.0,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 28.5, 'keyword_score': 50.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",python,4.0,,,
Udemy,"Master statistics & machine learning: intuition, math, codeA rigorous and engaging deep-dive into statistics and machine-learning, with hands-on applications in Python and MATLAB.Rating: 4.8 out of 52949 reviews38.5 total hours224 lecturesAll LevelsCurrent price: $9.99Original price: $69.99",https://www.udemy.com/course/statsml_x/,machine learning,2,2026-02-26T02:44:27.974404,,25000.0,very_high,100.0,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 28.5, 'keyword_score': 68.0, 'engagement_score': 10.0, 'provider_score': 0.0, 'price_value_score': 18}",statistics,1.0,9.99,"Master statistics & machine learning: intuition, math, codeA rigorous and engaging deep-dive into statistics and machine-learning, with hands-on applications in Python and MATLAB.Rating: 4.8 out of 52949 reviews38.5 total hours224 lecturesAll LevelsCurrent price: $9.99Original price: $69.99A rigorous and engaging deep-dive into statistics and machine-learning, with hands-on applications in Python and MATLAB.Instructor:Mike X CohenRating: 4.8 out of 54.8(2,949)38.5 total hours224 lecturesAll LevelsCurrent price$9.99Original Price$69.99Bestseller",4.8
Udemy,"Master statistics & machine learning: intuition, math, codeA rigorous and engaging deep-dive into statistics and machine-learning, with hands-on applications in Python and MATLAB.Rating: 4.8 out of 52949 reviews38.5 total hours224 lecturesAll LevelsCurrent price: $9.99Original price: $69.99",https://www.udemy.com/course/statsml_x/,machine learning,2,2026-02-26T02:44:27.985244,,25000.0,very_high,100.0,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 28.5, 'keyword_score': 68.0, 'engagement_score': 10.0, 'provider_score': 0.0, 'price_value_score': 18}",statistics,3.0,9.99,"Master statistics & machine learning: intuition, math, codeA rigorous and engaging deep-dive into statistics and machine-learning, with hands-on applications in Python and MATLAB.Rating: 4.8 out of 52949 reviews38.5 total hours224 lecturesAll LevelsCurrent price: $9.99Original price: $69.99A rigorous and engaging deep-dive into statistics and machine-learning, with hands-on applications in Python and MATLAB.Instructor:Mike X CohenRating: 4.8 out of 54.8(2,949)38.5 total hours224 lecturesAll LevelsCurrent price$9.99Original Price$69.99Bestseller",4.8
Udemy,"Master statistics & machine learning: intuition, math, codeA rigorous and engaging deep-dive into statistics and machine-learning, with hands-on applications in Python and MATLAB.Rating: 4.8 out of 52949 reviews38.5 total hours224 lecturesAll LevelsCurrent price: $9.99Original price: $69.99",https://www.udemy.com/course/statsml_x/,machine learning,2,2026-02-26T02:44:27.989740,,25000.0,very_high,100.0,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 28.5, 'keyword_score': 68.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",statistics,4.0,,,
Udemy,The Data Science Course: Complete Data Science Bootcamp 2026,https://www.udemy.com/course/the-data-science-course-complete-data-science-bootcamp/,data science,1,2026-02-26T02:45:05.385829,fallback_html_parse,30000.0,very_high,100.0,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 27.900000000000002, 'keyword_score': 45.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",data-science,,,,
Udemy,"Complete Data Science,Machine Learning,DL,NLP Bootcamp",https://www.udemy.com/course/complete-machine-learning-nlp-bootcamp-mlops-deployment/,data science,1,2026-02-26T02:45:05.385932,fallback_html_parse,35000.0,very_high,100.0,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 28.5, 'keyword_score': 45.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",nlp,,,,
Udemy,"Data Analytics, Data Science, & Machine Learning - All in 1",https://www.udemy.com/course/data-analytics-data-science-machine-learning-all-in-1/,data science,1,2026-02-26T02:45:05.386014,fallback_html_parse,35000.0,very_high,98.5,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 28.5, 'keyword_score': 20.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",machine-learning,,,,
Udemy,100 Days of Code™: The Complete Python Pro Bootcamp,https://www.udemy.com/course/100-days-of-code/,data science,1,2026-02-26T02:45:05.386083,fallback_html_parse,25000.0,very_high,100.0,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 28.5, 'keyword_score': 25.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",python,,,,
Udemy,Data Science Career Path: 100 Days of Data Science Bootcamp,https://www.udemy.com/course/data-science-career-path-100-days-of-data-science-bootcamp/,data science,1,2026-02-26T02:45:05.386157,fallback_html_parse,30000.0,very_high,100.0,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 27.900000000000002, 'keyword_score': 45.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",data-science,,,,
Udemy,Python for Data Science and Machine Learning Bootcamp,https://www.udemy.com/course/python-for-data-science-and-machine-learning-bootcamp/,data science,1,2026-02-26T02:45:05.386224,fallback_html_parse,25000.0,very_high,100.0,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 28.5, 'keyword_score': 45.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",python,,,,
Udemy,Data Science & AI Masters 2026 - From Python To Gen AI,https://www.udemy.com/course/data-science-ai-masters-from-python-to-gen-ai/,data science,1,2026-02-26T02:45:05.386284,fallback_html_parse,25000.0,very_high,100.0,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 28.5, 'keyword_score': 50.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",python,,,,
Udemy,"Machine Learning A-Z: AI, Python & R + ChatGPT Prize [2026]",https://www.udemy.com/course/machinelearning/,data science,1,2026-02-26T02:45:05.386342,fallback_html_parse,25000.0,very_high,98.5,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 28.5, 'keyword_score': 20.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",python,,,,
Udemy,Data Science and Machine Learning Fundamentals [2026],https://www.udemy.com/course/data-science-and-machine-learning-fundamentals-one/,data science,1,2026-02-26T02:45:05.386401,fallback_html_parse,35000.0,very_high,98.5,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 28.5, 'keyword_score': 20.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",machine-learning,,,,
Udemy,"Complete A.I. & Machine Learning, Data Science Bootcamp",https://www.udemy.com/course/complete-machine-learning-and-data-science-zero-to-mastery/,data science,1,2026-02-26T02:45:05.386469,fallback_html_parse,35000.0,very_high,100.0,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 28.5, 'keyword_score': 45.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",machine-learning,,,,
Udemy,Mathematics-Basics to Advanced for Data Science And GenAI,https://www.udemy.com/course/mathematics-basics-to-advanced-for-data-science-and-ml/,data science,1,2026-02-26T02:45:05.386536,fallback_html_parse,30000.0,very_high,100.0,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 27.900000000000002, 'keyword_score': 50.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",data-science,,,,
Udemy,"Machine Learning, Data Science & AI Engineering with Python",https://www.udemy.com/course/data-science-and-machine-learning-with-python-hands-on/,data science,1,2026-02-26T02:45:05.386600,fallback_html_parse,25000.0,very_high,98.5,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 28.5, 'keyword_score': 20.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",python,,,,
Udemy,Python for Data Science: The Complete Data Science Bootcamp,https://www.udemy.com/course/python-for-data-science-the-complete-data-science-bootcamp/,data science,1,2026-02-26T02:45:05.386663,fallback_html_parse,25000.0,very_high,100.0,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 28.5, 'keyword_score': 45.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",python,,,,
Udemy,"Complete Data Science Bootcamp: 15 Courses in 1 (AI, ML, DL)",https://www.udemy.com/course/data-science-bootcamp-masterclass-real-world-projects/,data science,1,2026-02-26T02:45:05.386745,fallback_html_parse,30000.0,very_high,100.0,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 27.900000000000002, 'keyword_score': 45.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",data-science,,,,
Udemy,Product Management for AI & Data Science,https://www.udemy.com/course/product-management-for-ai-data-science/,data science,1,2026-02-26T02:45:05.386825,fallback_html_parse,30000.0,very_high,97.9,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 27.900000000000002, 'keyword_score': 20.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",data-science,,,,
Udemy,Python Data Analysis: NumPy & Pandas Masterclass,https://www.udemy.com/course/python-pandas/,data science,2,2026-02-26T02:45:28.835598,fallback_html_parse,25000.0,very_high,100.0,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 28.5, 'keyword_score': 30.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",python,,,,
Udemy,Python Data Science: Unsupervised Machine Learning,https://www.udemy.com/course/data-science-in-python-unsupervised-learning/,data science,2,2026-02-26T02:45:28.835790,fallback_html_parse,25000.0,very_high,98.5,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 28.5, 'keyword_score': 20.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",python,,,,
Udemy,Data Science : Complete Data Science & Machine Learning,https://www.udemy.com/course/complete-data-science-and-machine-learning-using-python/,data science,2,2026-02-26T02:45:28.835862,fallback_html_parse,35000.0,very_high,98.5,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 28.5, 'keyword_score': 20.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",data-science,,,,
Udemy,"Deep Learning A-Z 2026: Neural Networks, AI & ChatGPT Prize",https://www.udemy.com/course/deeplearning/,data science,2,2026-02-26T02:45:28.835947,fallback_html_parse,38000.0,very_high,98.5,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 28.5, 'keyword_score': 20.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",deep-learning,,,,
Udemy,Data Science Methods and Techniques [2026],https://www.udemy.com/course/data-science-methods-and-techniques-2024/,data science,2,2026-02-26T02:45:28.836036,fallback_html_parse,30000.0,very_high,97.9,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 27.900000000000002, 'keyword_score': 20.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",data-science,,,,
Udemy,Statistics & Mathematics for Data Science & Data Analytics,https://www.udemy.com/course/statistics-for-data-science-data-analytics/,data science,2,2026-02-26T02:45:28.836102,fallback_html_parse,30000.0,very_high,97.9,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 27.900000000000002, 'keyword_score': 20.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",statistics,,,,
Udemy,Data Science Real World Projects in Python,https://www.udemy.com/course/data-science-real-world-projects-in-python-x/,data science,2,2026-02-26T02:45:28.836188,fallback_html_parse,25000.0,very_high,98.5,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 28.5, 'keyword_score': 20.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",python,,,,
Udemy,Math for Data Science Masterclass,https://www.udemy.com/course/math-for-data-science-masterclass/,data science,2,2026-02-26T02:45:28.836253,fallback_html_parse,30000.0,very_high,100.0,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 27.900000000000002, 'keyword_score': 50.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",data-science,,,,
Udemy,Tableau A-Z: Hands-On Tableau Training for Data Science,https://www.udemy.com/course/tableau10/,data science,2,2026-02-26T02:45:28.836335,fallback_html_parse,30000.0,very_high,100.0,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 27.900000000000002, 'keyword_score': 38.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",tableau,,,,
Udemy,Python for Data Analysis & Business Intelligence,https://www.udemy.com/course/python-foundations-for-data-analysis/,data science,2,2026-02-26T02:45:28.836431,fallback_html_parse,25000.0,very_high,78.5,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 28.5, 'keyword_score': 0.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",python,,,,
Udemy,Machine Learning & Data Science for Beginners in Python,https://www.udemy.com/course/python-for-machine-learning-and-data-science-projects/,data science,2,2026-02-26T02:45:28.836520,fallback_html_parse,25000.0,very_high,98.5,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 28.5, 'keyword_score': 20.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",python,,,,
Udemy,Data Science and Machine Learning Bootcamp with R,https://www.udemy.com/course/data-science-and-machine-learning-bootcamp-with-r/,data science,2,2026-02-26T02:45:28.836596,fallback_html_parse,35000.0,very_high,100.0,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 28.5, 'keyword_score': 45.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",machine-learning,,,,
Udemy,Python for Data Science: The Complete Data Science Bootcamp,https://www.udemy.com/course/python-for-data-science-the-complete-data-science-bootcamp/,data science,2,2026-02-26T02:45:28.836660,fallback_html_parse,25000.0,very_high,100.0,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 28.5, 'keyword_score': 45.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",python,,,,
Udemy,"Complete Data Science Bootcamp: 15 Courses in 1 (AI, ML, DL)",https://www.udemy.com/course/data-science-bootcamp-masterclass-real-world-projects/,data science,2,2026-02-26T02:45:28.836732,fallback_html_parse,30000.0,very_high,100.0,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 27.900000000000002, 'keyword_score': 45.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",data-science,,,,
Udemy,Product Management for AI & Data Science,https://www.udemy.com/course/product-management-for-ai-data-science/,data science,2,2026-02-26T02:45:28.836868,fallback_html_parse,30000.0,very_high,97.9,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 27.900000000000002, 'keyword_score': 20.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",data-science,,,,
